;Ja;En;Reading;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
1156;だい;title,subject,theme,topic;だい;1152;89.29964082;0.00635413;N3;-1;V;p4
1157;つまり;that is to say,that is,in other words,I mean,that (this, it) means;つまり;1152;89.30599496;0.00635413;N3;-1;V;p4
1158;まじ;serious,not joking,straight;まじ;1152;89.31234909;0.00635413;;-1;V;p4
1159;もうすぐ;soon,shortly,before long,nearly,almost;もうすぐ;1152;89.31870322;0.00635413;N4;-1;V;p4
1160;ゆく;to go,to move (in a direction or towards a specific location),to head (towards),to be transported (towards),to reach;いく;1152;89.32505735;0.00635413;N1;5;V;p4
1161;人物;person,character,figure,personage,man,woman;じんぶつ;1152;89.33141149;0.00635413;N3;-1;V;p4
1162;付く;to be attached,to be connected with,to adhere,to stick,to cling;つく;1152;89.33776562;0.00635413;N4;9;V;p4
1163;以前;ago,since,before,previous;いぜん;1152;89.34411975;0.00635413;N3;7;V;p4
1164;何故か;somehow,for some reason,without knowing why;なぜか;1152;89.35047388;0.00635413;;-1;V;p4
1165;出かける;to go out (e.g. on an excursion or outing),to leave,to depart,to start,to set out;でかける;1152;89.35682802;0.00635413;N2;4;V;p4
1166;原因;cause,origin,source;げんいん;1152;89.36318215;0.00635413;N4;17;V;p4
1167;嘘;lie,fib,falsehood,untruth;うそ;1152;89.36953628;0.00635413;N3;-1;V;p4
1168;地元;home area,home town;じもと;1152;89.37589041;0.00635413;N1;-1;V;p4
1169;増える;to increase,to multiply;ふえる;1152;89.38224455;0.00635413;N4;40;V;p4
1170;嫌う;to hate,to dislike,to loathe;きらう;1152;89.38859868;0.00635413;N3;-1;V;p4
1171;宿題;homework,assignment;しゅくだい;1152;89.39495281;0.00635413;N5;13;V;p4
1172;張る;to stick,to paste,to affix;はる;1152;89.40130694;0.00635413;N3;48;V;p4
1173;怪盗;mysterious thief,phantom thief;かいとう;1152;89.40766108;0.00635413;;-1;V;p4
1174;悩む;to be worried,to be troubled;なやむ;1152;89.41401521;0.00635413;N3;27;V;p4
1175;感情;emotion,feeling,feelings,sentiment;かんじょう;1152;89.42036934;0.00635413;N3;13;V;p4
1176;戦う;to make war (on),to wage war (against),to go to war (with),to fight (with),to do battle (against);たたかう;1152;89.42672347;0.00635413;N3;37;V;p4
1177;文字;letter (of alphabet),character;もじ;1152;89.43307761;0.00635413;N3;4;V;p4
1178;断る;to refuse,to reject,to dismiss,to turn down,to decline;ことわる;1152;89.43943174;0.00635413;N3;21;V;p4
1179;未来;the future (usually distant);みらい;1152;89.44578587;0.00635413;N3;7;V;p4
1180;様です;seeming to be,appearing to be;ようです;1152;89.45214;0.00635413;;-1;V;p4
1181;求める;to want,to wish for;もとめる;1152;89.45849414;0.00635413;N3;10;V;p4
1182;流す;to drain,to pour,to spill,to shed (blood, tears);ながす;1152;89.46484827;0.00635413;N3;12;V;p4
1183;深い;deep;ふかい;1152;89.4712024;0.00635413;N4;12;V;p4
1184;減る;to decrease (in size or number),to diminish,to abate;へる;1152;89.47755654;0.00635413;N3;19;V;p4
1185;父親;father;ちちおや;1152;89.48391067;0.00635413;N3;12;V;p4
1186;若い;young,youthful;わかい;1152;89.4902648;0.00635413;N5;19;V;p4
1187;近づく;to approach,to draw near,to get close;ちかづく;1152;89.49661893;0.00635413;N1;8;V;p4
1188;静か;quiet,silent;しずか;1152;89.50297307;0.00635413;N5;18;V;p4
1189;アホ;fool,idiot,simpleton;あほ;1190;89.50899277;0.0060197;;54;V;p4
1190;アリ;ant;あり;1190;89.51501247;0.0060197;;-1;V;p4
1191;あん;idea,plan,proposal,suggestion,(government) bill;あん;1190;89.52103218;0.0060197;N3;-1;V;p4
1192;うーん;um,er,well;ううん;1190;89.52705188;0.0060197;;-1;V;p4
1193;お話し;story,tale;おはなし;1190;89.53307159;0.0060197;;-1;V;p4
1194;こうして;thus,in this way;こうして;1190;89.53909129;0.0060197;N2;-1;V;p4
1195;コンテスト;contest;コンテスト;1190;89.545111;0.0060197;N1;-1;V;p4
1196;じゃう;to do completely;ちゃう;1190;89.5511307;0.0060197;;-1;V;p4
1197;しょ;various,many,several;しょ;1190;89.55715041;0.0060197;N1;33;V;p4
1198;その後;after that,afterwards,thereafter;そのあと;1190;89.56317011;0.0060197;;-1;V;p4
1199;それとも;or,or else;それとも;1190;89.56918981;0.0060197;N3;-1;V;p4
1200;だし;parade float,festival float;だし;1190;89.57520952;0.0060197;;-1;V;p4
1201;てん;dot,spot,point,speck,mark;てん;1190;89.58122922;0.0060197;N4;6;V;p4
1202;どぉ;Name;;1190;89.58724893;0.0060197;;-1;V;p4
1203;なんとか;something,something or other,so-and-so;なんとか;1190;89.59326863;0.0060197;N3;-1;V;p4
1204;による;by means of,due to,because of,according to;による;1190;89.59928834;0.0060197;;-1;V;p4
1205;マネージャー;manager (e.g. of a business, an idol, etc.);マネージャー;1190;89.60530804;0.0060197;;-1;V;p4
1206;一方;one (esp. of two),the other,one way,the other way,one direction,the other direction,one side,the other side,one party,the other party;いっぽう;1190;89.61132775;0.0060197;N3;-1;V;p4
1207;価値;value,worth,merit;かち;1190;89.61734745;0.0060197;N3;22;V;p4
1208;向き合う;to be opposite,to face each other;むきあう;1190;89.62336716;0.0060197;;-1;V;p4
1209;報告;report,information;ほうこく;1190;89.62938686;0.0060197;N3;18;V;p4
1210;大きく;in a big way,on a grand scale;おおきく;1190;89.63540656;0.0060197;;7;V;p4
1211;大体;outline,main points,gist,substance,essence;だいたい;1190;89.64142627;0.0060197;N4;5;V;p4
1212;失踪;disappearance,running away,going missing,absconding;しっそう;1190;89.64744597;0.0060197;;-1;V;p4
1213;左;left,left hand side;ひだり;1190;89.65346568;0.0060197;N5;2;V;p4
1214;店員;employee (of a store),shop assistant,clerk,salesperson;てんいん;1190;89.65948538;0.0060197;N4;12;V;p4
1215;弱い;weak,frail,delicate,tender,unskilled,weak (wine);よわい;1190;89.66550509;0.0060197;N5;7;V;p4
1216;得意;triumph,prosperity;とくい;1190;89.67152479;0.0060197;N3;19;V;p4
1217;想像;imagination,guess;そうぞう;1190;89.6775445;0.0060197;N3;13;V;p4
1218;抜ける;to come out,to fall out,to be omitted,to be missing,to escape,to come loose;ぬける;1190;89.6835642;0.0060197;N3;27;V;p4
1219;振り回す;to wield,to brandish,to flourish,to wave (about),to swing;ふりまわす;1190;89.6895839;0.0060197;;-1;V;p4
1220;掛ける;to hang up (e.g. a coat, a picture on the wall),to let hang,to suspend (from),to hoist (e.g. sail),to raise (e.g. flag);かける;1190;89.69560361;0.0060197;N4;38;V;p4
1221;支える;to support,to prop,to sustain,to underlay,to hold up,to defend;ささえる;1190;89.70162331;0.0060197;N3;8;V;p4
1222;月;moon;つき;1190;89.70764302;0.0060197;N3;2;V;p4
1223;期末テスト;term-end exam,end-of-term test,finals;きまつテスト;1190;89.71366272;0.0060197;;-1;V;p4
1224;正解;correct,right,correct interpretation (answer, solution);せいかい;1190;89.71968243;0.0060197;N1;21;V;p4
1225;気配;indication,sign,hint,presence,trend;けはい;1190;89.72570213;0.0060197;N2;-1;V;p4
1226;流れ;flow (of a fluid or gas),stream,current;ながれ;1190;89.73172184;0.0060197;N3;-1;V;p4
1227;流れる;to stream,to flow (liquid, time, etc.),to run (ink);ながれる;1190;89.73774154;0.0060197;N3;14;V;p4
1228;熱い;hot (thing);あつい;1190;89.74376125;0.0060197;N5;13;V;p4
1229;疑う;to doubt,to distrust,to be suspicious of,to suspect;うたがう;1190;89.74978095;0.0060197;N3;-1;V;p4
1230;着る;to wear (in modern Japanese, from the shoulders down),to put on;きる;1190;89.75580065;0.0060197;N5;12;V;p4
1231;緊張;tension,mental strain,nervousness;きんちょう;1190;89.76182036;0.0060197;N3;31;V;p4
1232;花;flower,blossom,bloom,petal;はな;1190;89.76784006;0.0060197;N5;4;V;p4
1233;落とす;to drop,to lose,to let fall,to shed (light),to cast (one's gaze),to pour in (liquid),to leave behind;おとす;1190;89.77385977;0.0060197;N4;12;V;p4
1234;見守る;to watch over,to watch attentively;みまもる;1190;89.77987947;0.0060197;;-1;V;p4
1235;言い方;way of talking,speaking style;いいかた;1190;89.78589918;0.0060197;;7;V;p4
1236;赤い;red,crimson,scarlet,vermilion,vermillion;あかい;1190;89.79191888;0.0060197;N5;4;V;p4
1237;赤らめる;to blush,to redden;あからめる;1190;89.79793859;0.0060197;;-1;V;p4
1238;運動部;sports club (e.g. at school),sports department (e.g. in a newspaper);うんどうぶ;1190;89.80395829;0.0060197;;-1;V;p4
1239;隠す;to hide,to conceal;かくす;1190;89.80997799;0.0060197;N3;25;V;p4
1240;鼻;nose;はな;1190;89.8159977;0.0060197;N5;17;V;p4
1241;いくら;how much?,how many?;いくら;1242;89.82168298;0.00568528;N3;31;V;p4
1242;いっしょ;together;いっしょ;1242;89.82736825;0.00568528;N5;38;V;p4
1243;おなか;belly,abdomen,stomach;おなか;1242;89.83305353;0.00568528;N3;29;V;p4
1244;お店;merchant's home (esp. used by apprentices, etc.);おたな;1242;89.83873881;0.00568528;;-1;V;p4
1245;クジ;lottery,lot,raffle,draw;くじ;1242;89.84442408;0.00568528;;-1;V;p4
1246;グラウンド;sports ground,sports oval;グラウンド;1242;89.85010936;0.00568528;;-1;V;p4
1247;すき;liked,well-liked,favourite,favorite;すき;1242;89.85579463;0.00568528;N5;11;V;p4
1248;すんません;sorry,excuse me,thank you;すいません;1242;89.86147991;0.00568528;;-1;V;p4
1249;それでは;well then ...;それでは;1242;89.86716519;0.00568528;N1;-1;V;p4
1250;たぶん;perhaps,probably;たぶん;1242;89.87285046;0.00568528;N3;5;V;p4
1251;どうぞ;please,kindly,I beg of you;どうぞ;1242;89.87853574;0.00568528;N5;-1;V;p4
1252;ども;first-person plural (or singular);ども;1242;89.88422102;0.00568528;;-1;V;p4
1253;ないで;without doing ...;ないで;1242;89.88990629;0.00568528;;-1;V;p4
1254;によって;according to,by (means of),due to,because of;によって;1242;89.89559157;0.00568528;;-1;V;p4
1255;ねん;sense,idea,thought,feeling;ねん;1242;89.90127685;0.00568528;N1;-1;V;p4
1256;ムリ;unreasonable,unnatural,unjustifiable;むり;1242;89.90696212;0.00568528;N4;17;V;p4
1257;もう一度;once more,again;もういちど;1242;89.9126474;0.00568528;N5;-1;V;p4
1258;モノ;mono;モノ;1242;89.91833268;0.00568528;;-1;V;p4
1259;ユキ;snowman;ゆきだるま;1242;89.92401795;0.00568528;;-1;V;p4
1260;リバース;reverse;リバース;1242;89.92970323;0.00568528;;-1;V;p4
1261;一生懸命;very hard,with utmost effort,with all one's might,for dear life;いっしょうけんめい;1242;89.93538851;0.00568528;N4;40;V;p4
1262;人たち;people;ひとたち;1242;89.94107378;0.00568528;;20;V;p4
1263;今さら;now (after such a long time),at this late hour (i.e. it is too late for something),at this point of time;いまさら;1242;89.94675906;0.00568528;N1;32;V;p4
1264;体育館;gymnasium;たいいくかん;1242;89.95244433;0.00568528;;-1;V;p4
1265;再び;again,once more,a second time;ふたたび;1242;89.95812961;0.00568528;N3;26;V;p4
1266;初め;beginning,start,outset,opening;はじめ;1242;89.96381489;0.00568528;N1;-1;V;p4
1267;努力;effort,exertion,endeavour,endeavor,hard work,striving;どりょく;1242;89.96950016;0.00568528;N3;11;V;p4
1268;参る;to go,to come,to call;まいる;1242;89.97518544;0.00568528;N4;14;V;p4
1269;台詞;speech,words,one's lines,remarks;せりふ;1242;89.98087072;0.00568528;;23;V;p4
1270;唇;lips;くちびる;1242;89.98655599;0.00568528;N2;47;V;p4
1271;喫茶;tea drinking;きっさ;1242;89.99224127;0.00568528;N1;-1;V;p4
1272;失礼;discourtesy,impoliteness;しつれい;1242;89.99792655;0.00568528;;7;V;p4
1273;女子高生;female high-school student;じょしこうせい;1242;90.00361182;0.00568528;;-1;V;p4
1274;家庭教師;private tutor,coach,governess;かていきょうし;1242;90.0092971;0.00568528;;25;V;p4
1275;届く;to reach,to arrive,to get through,to get at;とどく;1242;90.01498238;0.00568528;N3;24;V;p4
1276;広い;spacious,vast,wide;ひろい;1242;90.02066765;0.00568528;N5;3;V;p4
1277;思える;to seem,to appear likely;おもえる;1242;90.02635293;0.00568528;;-1;V;p4
1278;恐らく;perhaps,likely,probably,I dare say;おそらく;1242;90.03203821;0.00568528;N3;31;V;p4
1279;意志;will,volition,intention,intent,determination;いし;1242;90.03772348;0.00568528;N3;32;V;p4
1280;木;tree,shrub,bush;き;1242;90.04340876;0.00568528;N5;2;V;p4
1281;本物;genuine article,real thing,real deal;ほんもの;1242;90.04909403;0.00568528;N3;11;V;p4
1282;殴る;to strike,to hit,to beat,to punch;なぐる;1242;90.05477931;0.00568528;N2;48;V;p4
1283;殺人事件;murder case;さつじんじけん;1242;90.06046459;0.00568528;;-1;V;p4
1284;気に入る;to like,to be pleased with,to be delighted with,to take a liking to,to suit one's fancy;きにいる;1242;90.06614986;0.00568528;N3;4;V;p4
1285;河原;dry riverbed,river beach;かわら;1242;90.07183514;0.00568528;;-1;V;p4
1286;演奏;musical performance;えんそう;1242;90.07752042;0.00568528;N3;38;V;p4
1287;現場;actual spot,scene,scene of the crime,site,location,setting;げんば;1242;90.08320569;0.00568528;N3;23;V;p4
1288;男子;youth,young man;だんし;1242;90.08889097;0.00568528;N3;-1;V;p4
1289;目的;purpose,goal,aim,objective,intention;もくてき;1242;90.09457625;0.00568528;N3;14;V;p4
1290;確かめる;to ascertain,to check,to make sure;たしかめる;1242;90.10026152;0.00568528;N3;22;V;p4
1291;素直;obedient,meek,docile,unaffected;すなお;1242;90.1059468;0.00568528;N2;-1;V;p4
1292;紹介;introduction,presentation,referral,listing;しょうかい;1242;90.11163208;0.00568528;N4;37;V;p4
1293;花子;Hanako;;1242;90.11731735;0.00568528;;-1;V;p4
1294;行動;action,conduct,behaviour,behavior,mobilization,mobilisation;こうどう;1242;90.12300263;0.00568528;N3;12;V;p4
1295;試合;match,game,bout,contest;しあい;1242;90.12868791;0.00568528;N4;14;V;p4
1296;諦める;to give up,to abandon (hope, plans),to resign oneself (to);あきらめる;1242;90.13437318;0.00568528;N3;-1;V;p4
1297;貼る;to stick,to paste,to affix;はる;1242;90.14005846;0.00568528;N3;48;V;p4
1298;起こる;to occur,to happen;おこる;1242;90.14574373;0.00568528;N3;12;V;p4
1299;連続殺人;serial murders;れんぞくさつじん;1242;90.15142901;0.00568528;;-1;V;p4
1300;金;gold (Au);おうごん;1242;90.15711429;0.00568528;N1;-1;V;p4
1301;際;on the occasion of,circumstances,juncture;さい;1242;90.16279956;0.00568528;N3;-1;V;p4
1302;あんま;massage (esp. anma, a traditional form of Japanese massage);あんま;1303;90.16815041;0.00535085;;-1;V;p4
1303;いま;now,the present time,just now,soon,immediately;いま;1303;90.17350126;0.00535085;N5;3;V;p4
1304;かい;storey,story,floor;かい;1303;90.17885211;0.00535085;N1;12;V;p4
1305;かよ;sentence-ending particle expressing doubt;かよ;1303;90.18420296;0.00535085;;-1;V;p4
1306;くそ;bullshit,shit,damn;くそ;1303;90.18955381;0.00535085;;-1;V;p4
1307;ける;to kick;ける;1303;90.19490465;0.00535085;N2;-1;V;p4
1308;ここから;hereout,from hence,from here,from this place;ここから;1303;90.2002555;0.00535085;;-1;V;p4
1309;こりゃ;hey there,I say,see here;こりゃ;1303;90.20560635;0.00535085;;-1;V;p4
1310;さま;Mr.,Mrs.,Miss,Ms.;さま;1303;90.2109572;0.00535085;N1;13;V;p4
1311;じゃー;vacuum bottle,thermos;ジャー;1303;90.21630805;0.00535085;;-1;V;p4
1312;すぎ;Japanese cedar (Cryptomeria japonica);すぎ;1303;90.2216589;0.00535085;N2;35;V;p4
1313;それから;and then,after that;それから;1303;90.22700975;0.00535085;N1;-1;V;p4
1314;ため息;sigh;ためいき;1303;90.23236059;0.00535085;N2;-1;V;p4
1315;ていう;low-hanging clouds;ていうん;1303;90.23771144;0.00535085;;-1;V;p4
1316;トロンボーン;trombone;トロンボーン;1303;90.24306229;0.00535085;;-1;V;p4
1317;どんどん;drumming (noise),beating,pounding,banging,booming,stamping;どんどん;1303;90.24841314;0.00535085;N4;-1;V;p4
1318;なぜ;why,how;なぜ;1303;90.25376399;0.00535085;N1;26;V;p4
1319;プリント;print,copy;プリント;1303;90.25911484;0.00535085;N2;-1;V;p4
1320;プレゼント;present,gift;プレゼント;1303;90.26446568;0.00535085;N4;-1;V;p4
1321;ぼる;to ask a high price,to overcharge;ぼる;1303;90.26981653;0.00535085;;-1;V;p4
1322;ほん;book,volume,script;ほん;1303;90.27516738;0.00535085;N5;2;V;p4
1323;むしろ;rather,better,instead;むしろ;1303;90.28051823;0.00535085;N3;46;V;p4
1324;ワ;shirt,business shirt,dress shirt;ワイシャツ;1303;90.28586908;0.00535085;N5;-1;V;p4
1325;他人;another person,other people,others;たにん;1303;90.29121993;0.00535085;N3;4;V;p4
1326;以降;on and after,as from,hereafter,thereafter,since;いこう;1303;90.29657078;0.00535085;N2;34;V;p4
1327;働く;to work,to labor,to labour;はたらく;1303;90.30192162;0.00535085;N5;11;V;p4
1328;具合;condition,state;ぐあい;1303;90.30727247;0.00535085;N4;14;V;p4
1329;切る;to cut,to cut through,to perform (surgery);きる;1303;90.31262332;0.00535085;N5;3;V;p4
1330;切れる;to break,to snap,to be cut,to split,to crack;きれる;1303;90.31797417;0.00535085;N3;3;V;p4
1331;割;rate,ratio,proportion,percentage;わり;1303;90.32332502;0.00535085;;-1;V;p4
1332;半年;half year;はんとし;1303;90.32867587;0.00535085;;-1;V;p4
1333;合わせる;to match (rhythm, speed, etc.);あわせる;1303;90.33402671;0.00535085;N3;14;V;p4
1334;君たち;you (plural),all of you,you all;きみたち;1303;90.33937756;0.00535085;;-1;V;p4
1335;居場所;whereabouts,place,location;いばしょ;1303;90.34472841;0.00535085;;-1;V;p4
1336;挨拶;greeting,greetings,salutation,salute,polite set phrase used when meeting or parting from somebody;あいさつ;1303;90.35007926;0.00535085;;-1;V;p4
1337;掴む;to seize,to catch,to grasp,to grip,to grab,to clutch,to hold,to catch hold of,to lay one's hands on;つかむ;1303;90.35543011;0.00535085;N3;-1;V;p4
1338;暑い;hot,warm,sultry,heated;あつい;1303;90.36078096;0.00535085;N5;12;V;p4
1339;有名;famous;ゆうめい;1303;90.3661318;0.00535085;N5;6;V;p4
1340;楽しむ;to enjoy (oneself);たのしむ;1303;90.37148265;0.00535085;N4;10;V;p4
1341;死神;god of death,death deity,Death;しにがみ;1303;90.3768335;0.00535085;;-1;V;p4
1342;決まり;rule,regulation;きまり;1303;90.38218435;0.00535085;N3;-1;V;p4
1343;注意;caution,being careful,attention (heed),warning,advice;ちゅうい;1303;90.3875352;0.00535085;N4;11;V;p4
1344;活動;activity (of a person, organization, animal, volcano, etc.),action;かつどう;1303;90.39288605;0.00535085;N3;12;V;p4
1345;潰す;to smash,to crush,to flatten;つぶす;1303;90.3982369;0.00535085;N2;-1;V;p4
1346;濃い;deep (colour),dark;こい;1303;90.40358774;0.00535085;N3;27;V;p4
1347;用;business,task,errand,engagement;よう;1303;90.40893859;0.00535085;N4;3;V;p4
1348;立てる;to stand up,to put up,to set up,to erect,to raise;たてる;1303;90.41428944;0.00535085;N4;2;V;p4
1349;立派;splendid,fine,handsome,elegant,imposing,prominent;りっぱ;1303;90.41964029;0.00535085;N3;21;V;p4
1350;継ぐ;to succeed (a person, to a position, etc.),to inherit,to take over,to follow;つぐ;1303;90.42499114;0.00535085;N1;36;V;p4
1351;考え;thinking,thought,view,opinion,concept;かんがえ;1303;90.43034199;0.00535085;N3;7;V;p4
1352;考え込む;to ponder,to brood;かんがえこむ;1303;90.43569283;0.00535085;;-1;V;p4
1353;自信;self-confidence,confidence (in oneself);じしん;1303;90.44104368;0.00535085;N1;15;V;p4
1354;見送る;to see someone off (at a station, an airport, etc.),to escort (e.g. home);みおくる;1303;90.44639453;0.00535085;N2;11;V;p4
1355;証明;proof,verification,certification;しょうめい;1303;90.45174538;0.00535085;N3;16;V;p4
1356;誤解;misunderstanding;ごかい;1303;90.45709623;0.00535085;N3;34;V;p4
1357;調子;tune,tone,key,pitch,time,rhythm;ちょうし;1303;90.46244708;0.00535085;N3;10;V;p4
1358;音楽室;music room;おんがくしつ;1303;90.46779793;0.00535085;;-1;V;p4
1359;頼る;to rely on,to depend on,to count on,to turn to (for help);たよる;1303;90.47314877;0.00535085;N3;38;V;p4
1360;騒ぎ;uproar,disturbance;さわぎ;1303;90.47849962;0.00535085;N3;-1;V;p4
1361;１つ;one;ひとつ;1362;90.48351604;0.00501642;N5;1;V;p4
1362;うふふ;tee-hee;うふふ;1362;90.48853246;0.00501642;;-1;V;p4
1363;おいおい;Hey!,Wait a minute!,Whoa!;おいおい;1362;90.49354888;0.00501642;;-1;V;p4
1364;くう;to eat;くう;1362;90.4985653;0.00501642;N3;-1;V;p4
1365;ケンカ;quarrel,brawl,fight,squabble,scuffle,argument;けんか;1362;90.50358172;0.00501642;N4;-1;V;p4
1366;こんなに;so,like this,in this way;こんなに;1362;90.50859814;0.00501642;N3;-1;V;p4
1367;じっくり;deliberately,carefully,thoroughly,without rushing;じっくり;1362;90.51361457;0.00501642;N1;-1;V;p4
1368;だめ;no good,not serving its purpose,useless,broken;だめ;1362;90.51863099;0.00501642;N3;50;V;p4
1369;だらけ;full of (e.g. mistakes),riddled with;だらけ;1362;90.52364741;0.00501642;N1;-1;V;p4
1370;テント;tent;テント;1362;90.52866383;0.00501642;N3;-1;V;p4
1371;どん;bang,bam,boom,thud,thump,crash;どん;1362;90.53368025;0.00501642;;-1;V;p4
1372;ビックリ;to be surprised,to be amazed,to be frightened,to be astonished,to get startled,to jump;びっくり;1362;90.53869667;0.00501642;N3;-1;V;p4
1373;ビビる;to feel nervous,to feel afraid,to feel self-conscious,to lose one's nerve,to get cold feet,to get the jitters;ビビる;1362;90.54371309;0.00501642;;-1;V;p4
1374;ぶる;to assume the air of ...,to behave like ...;ぶる;1362;90.54872951;0.00501642;;-1;V;p4
1375;ゆ;hot water;ゆ;1362;90.55374593;0.00501642;N4;12;V;p4
1376;ユー;you;ユー;1362;90.55876235;0.00501642;;-1;V;p4
1377;わるい;bad,poor,undesirable;わるい;1362;90.56377877;0.00501642;N5;12;V;p4
1378;今から;hence,from now,from the present moment,from this time forward;いまから;1362;90.56879519;0.00501642;;-1;V;p4
1379;何にも;(not) anything,(nothing) at all,(not) any;なんにも;1362;90.57381161;0.00501642;;-1;V;p4
1380;何やら;something,some kind of;なにやら;1362;90.57882803;0.00501642;;-1;V;p4
1381;勝つ;to win,to gain victory;かつ;1362;90.58384445;0.00501642;N4;9;V;p4
1382;勝手に;arbitrarily,of its own accord,voluntarily,wilfully,willfully,as one pleases;かってに;1362;90.58886087;0.00501642;;-1;V;p4
1383;去る;to leave,to go away;さる;1362;90.59387729;0.00501642;N3;-1;V;p4
1384;去年;last year;きょねん;1362;90.59889371;0.00501642;N5;4;V;p4
1385;受け取る;to receive,to get,to accept;うけとる;1362;90.60391013;0.00501642;N3;-1;V;p4
1386;否定;denial,negation,repudiation,disavowal;ひてい;1362;90.60892655;0.00501642;N3;35;V;p4
1387;売る;to sell;うる;1362;90.61394297;0.00501642;N5;9;V;p4
1388;姫;young lady of noble birth,princess (esp. in Western contexts, tales, etc.);ひめ;1362;90.61895939;0.00501642;;44;V;p4
1389;安い;cheap,inexpensive;やすい;1362;90.62397581;0.00501642;N5;6;V;p4
1390;弱々しい;frail,slender,feminine;よわよわしい;1362;90.62899223;0.00501642;;9;V;p4
1391;微妙;subtle,delicate,fine;びみょう;1362;90.63400865;0.00501642;N3;28;V;p4
1392;惣菜;side dish,daily (household) dish;そうざい;1362;90.63902508;0.00501642;;-1;V;p4
1393;改めて;another time,again,over again,once again,anew;あらためて;1362;90.6440415;0.00501642;N2;-1;V;p4
1394;旅行;travel,trip,journey,excursion,tour;りょこう;1362;90.64905792;0.00501642;N5;14;V;p4
1395;枚;counter for flat objects (e.g. sheets of paper);まい;1362;90.65407434;0.00501642;N1;18;V;p4
1396;止む;to cease,to stop,to be over;やむ;1362;90.65909076;0.00501642;N4;-1;V;p4
1397;歩;walking;あゆみ;1362;90.66410718;0.00501642;N1;-1;V;p4
1398;浮かべる;to float,to set afloat,to launch;うかべる;1362;90.6691236;0.00501642;N2;-1;V;p4
1399;満足;satisfaction,contentment,complacency;まんぞく;1362;90.67414002;0.00501642;N3;25;V;p4
1400;無さそう;does not seem,unlikely,improbable;なさそう;1362;90.67915644;0.00501642;;-1;V;p4
1401;痛い;painful,sore;いたい;1362;90.68417286;0.00501642;N5;27;V;p4
1402;祖父;grandfather;そふ;1362;90.68918928;0.00501642;N4;32;V;p4
1403;突っ込む;to thrust (something) into (something),to cram,to stuff,to shove;つっこむ;1362;90.6942057;0.00501642;N2;-1;V;p4
1404;納得;consent,assent,agreement;なっとく;1362;90.69922212;0.00501642;N3;35;V;p4
1405;罪;crime,sin,wrongdoing,indiscretion;つみ;1362;90.70423854;0.00501642;N3;20;V;p4
1406;署;station (esp. a police station),office (e.g. tax office);しょ;1362;90.70925496;0.00501642;;-1;V;p4
1407;自慢;pride,boast;じまん;1362;90.71427138;0.00501642;N3;52;V;p4
1408;要る;to be needed,to be wanted;いる;1362;90.7192878;0.00501642;N5;9;V;p4
1409;許せる;Name;;1362;90.72430422;0.00501642;;-1;V;p4
1410;試す;to attempt,to test,to try out;ためす;1362;90.72932064;0.00501642;N3;11;V;p4
1411;試験;examination,exam,test;しけん;1362;90.73433706;0.00501642;N4;9;V;p4
1412;辰;the Dragon (fifth sign of the Chinese zodiac);たつ;1362;90.73935348;0.00501642;;-1;V;p4
1413;返す;to return (something),to restore,to put back;かえす;1362;90.7443699;0.00501642;N5;9;V;p4
1414;運ぶ;to carry,to transport,to move,to convey;はこぶ;1362;90.74938632;0.00501642;N4;10;V;p4
1415;遠く;far away,distant,at a distance,distant place,by far;とおく;1362;90.75440274;0.00501642;N4;18;V;p4
1416;選択;selection,choice,option;せんたく;1362;90.75941917;0.00501642;N3;40;V;p4
1417;隣;next (to),adjoining,adjacent;となり;1362;90.76443559;0.00501642;N5;40;V;p4
1418;静かに;calmly,quietly,gently,peacefully;しずかに;1362;90.76945201;0.00501642;;-1;V;p4
1419;飽きる;to get tired of,to lose interest in,to be fed up with,to have enough;あきる;1362;90.77446843;0.00501642;N3;56;V;p4
1420;いただく;to receive,to get,to accept,to take,to buy;いただく;1421;90.77915042;0.00468199;N3;51;V;p4
1421;いむ;medical affairs;いむ;1421;90.78383241;0.00468199;;-1;V;p4
1422;いよいよ;more and more,all the more,increasingly;いよいよ;1421;90.7885144;0.00468199;N2;-1;V;p4
1423;うなずく;to nod,to bow one's head in assent,to agree;うなずく;1421;90.7931964;0.00468199;;53;V;p4
1424;うらやましい;envious,jealous;うらやましい;1421;90.79787839;0.00468199;N2;-1;V;p4
1425;おじ;uncle;おじ;1421;90.80256038;0.00468199;;59;V;p4
1426;カレー;curry (esp. Japanese curry);カレー;1421;90.80724237;0.00468199;N5;-1;V;p4
1427;かわいい;cute,adorable,charming,lovely,pretty;かわいい;1421;90.81192437;0.00468199;N1;18;V;p4
1428;コタツ;kotatsu,table over an electric heater (orig. a charcoal brazier in a floor well) with a hanging quilt that retains heat;こたつ;1421;90.81660636;0.00468199;N1;-1;V;p4
1429;ごと;each,every;ごと;1421;90.82128835;0.00468199;N1;-1;V;p4
1430;させる;to make (someone) do;させる;1421;90.82597034;0.00468199;;-1;V;p4
1431;スッキリ;refreshingly,with a feeling of relief,pleasantly,(a weight) off one's shoulder;すっきり;1421;90.83065234;0.00468199;N2;-1;V;p4
1432;たまたま;occasionally,once in a while,seldom;たまたま;1421;90.83533433;0.00468199;N3;-1;V;p4
1433;つい;pair,couple,set;つい;1421;90.84001632;0.00468199;N3;-1;V;p4
